invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-41964600007,2021-11-12,2562,Hy-Vee Food Store / Fort Dodge,115 South 29th St,Fort Dodge,50501.0,POINT (-94.15824700000002 42.504742),94,WEBSTER,1082000.0,Imported Cordials & Liqueurs,192.0,"Mast-Jagermeister US, Inc",65256,Jagermeister Liqueur,12,750,13.0,19.5,12,234.0,9.0,2.37
INV-41927200207,2021-11-12,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601.0,POINT (-91.136655 40.814666),29,DES MOINES,1071100.0,Cocktails /RTD,421.0,SAZERAC COMPANY  INC,57148,Chi-Chi's Margarita,6,1750,5.75,8.63,6,58.5,10.5,2.77
INV-41922100024,2021-11-12,5916,Another Round / DeWitt,622 S 6th Ave,DeWitt,52742.0,POINT (-90.539056 41.80989),23,CLINTON,1012400.0,Irish Whiskies,395.0,PROXIMO,15830,Proper No. Twelve,12,750,14.0,21.0,12,252.0,9.0,2.37
INV-41918600022,2021-11-12,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036.0,POINT (-93.867439 42.037347),8,BOONE,1012100.0,Canadian Whiskies,65.0,Jim Beam Brands,10626,Canadian Club Whisky,12,750,8.0,12.0,12,144.0,9.0,2.37
INV-41938700043,2021-11-12,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001.0,,31,DUBUQUE,1011100.0,Blended Whiskies,65.0,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.0,16.5,12,198.0,21.0,5.54
INV-41965100014,2021-11-12,5237,World Liquor & Tobacco + Vape,"606, N 15th St",Fort Dodge,50501.0,,48,Iowa,1041100.0,American Dry Gins,370.0,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,50,3.3,4.95,12,59.4,0.6,0.15
INV-41961500015,2021-11-12,4942,East Village Pantry,333 E GRAND AVE,Des Moines,50309.0,POINT (-93.613492 41.590253),77,POLK,1041100.0,American Dry Gins,370.0,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,50,3.3,4.95,1,4.95,0.05,0.01
INV-41922400001,2021-11-12,4464,Perfect Value Liquor Mart,5b  Lincoln Ave,Eldridge,52748.0,POINT (-90.547796 41.695329),82,SCOTT,1081400.0,American Schnapps,421.0,SAZERAC COMPANY  INC,984191,SOOH 99 Butterscotch Mini,10,50,6.0,9.0,2,18.0,0.1,0.02
INV-41919000070,2021-11-12,5471,World Liquor & Tobacco + Vapors,1030 8th St,Boone,50036.0,POINT (-93.876918 42.063831),8,BOONE,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11294,Crown Royal,24,375,8.0,12.0,3,36.0,1.12,0.29
INV-41921900028,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1012300.0,Single Malt Scotch,240.0,William Grant & Sons Inc,5006,Glenfiddich 12YR Special Reserve,12,750,26.0,39.0,2,78.0,1.5,0.39
INV-41917800029,2021-11-12,4209,Wal-Mart 5748 / Grimes,2150 East 1st St,Grimes,50111.0,POINT (-93.771356 41.685538),77,POLK,1031200.0,American Flavored Vodka,421.0,SAZERAC COMPANY  INC,39753,Caliber Citrus Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
INV-41927400026,2021-11-12,4898,Burlington Shell,130 S Roosevelt Ave,Burlington,52601.0,POINT (-91.140986 40.808239),29,DES MOINES,1031200.0,American Flavored Vodka,205.0,E & J Gallo Winery,39422,New Amsterdam Pink Whitney Mini,12,50,4.61,6.92,2,13.84,0.1,0.02
INV-41921600165,2021-11-12,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1031200.0,American Flavored Vodka,300.0,McCormick Distilling Co.,41019,360 Double Chocolate,12,750,7.0,10.5,6,63.0,4.5,1.18
INV-41916500011,2021-11-12,3691,Target Store T-1791 / Urbandale,11148 Plum Dr,Urbandale,50322.0,POINT (-93.76708 41.64711200000001),77,POLK,1032200.0,Imported Flavored Vodka,65.0,Jim Beam Brands,35626,Pinnacle Whipped,12,750,6.5,9.75,12,117.0,9.0,2.37
INV-41945900001,2021-11-12,4537,Casey's General Store #1834 / Leon,401 NW Church St,Leon,50144.0,POINT (-93.747901 40.742126),27,DECATUR,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,20248,Old Crow,6,1750,10.5,15.75,3,47.25,5.25,1.38
INV-41955600067,2021-11-12,2551,Hy-Vee Food Store / Chariton,2001 West Court,Chariton,50049.0,,59,LUCAS,1011200.0,Straight Bourbon Whiskies,978.0,W J Deutsch & Sons LTD,16814,Bib & Tucker Small Batch Bourbon Aged 6YR,6,750,28.34,42.51,6,255.06,4.5,1.18
INV-41926600008,2021-11-12,2850,CVS / Pharmacy #10161 / Des Moines,215 E Euclid Ave,Des Moines,50313.0,POINT (-93.615656 41.627686),77,POLK,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9.0,13.5,12,162.0,9.0,2.37
INV-41961600020,2021-11-12,4997,Downtown Pantry,"218, 6th Ave #101",Des Moines,50309.0,,77,POLK,1011100.0,Blended Whiskies,260.0,DIAGEO AMERICAS,25604,Seagrams 7 Crown,12,375,3.5,5.25,12,63.0,4.5,1.18
INV-41939200053,2021-11-12,2714,Hy-Vee / Vinton,911 S. K Ave,Vinton,52349.0,POINT (-92.037751 42.16218),6,BENTON,1051100.0,American Brandies,205.0,E & J Gallo Winery,73762,E & J Peach,12,750,6.5,9.75,12,117.0,9.0,2.37
INV-41966600046,2021-11-12,2606,Hy-Vee Wine and Spirits / Humboldt,1011  13th St North,Humboldt,50548.0,,46,HUMBOLDT,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,86691,Jack Daniels Tennessee Fire Mini,12,50,11.5,17.25,2,34.5,0.1,0.02
INV-41951600076,2021-11-12,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402.0,POINT (-91.630677 42.027805),57,LINN,1032200.0,Imported Flavored Vodka,260.0,DIAGEO AMERICAS,75183,Ketel One Botanical Peach & Orange Blossom,12,750,11.33,17.0,6,102.0,4.5,1.18
INV-41939000059,2021-11-12,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001.0,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1032200.0,Imported Flavored Vodka,370.0,PERNOD RICARD USA,34052,Absolut Raspberri,12,750,9.99,14.99,6,89.94,4.5,1.18
INV-41966600007,2021-11-12,2606,Hy-Vee Wine and Spirits / Humboldt,1011  13th St North,Humboldt,50548.0,,46,HUMBOLDT,1062500.0,Flavored Rum,65.0,Jim Beam Brands,44499,Cruzan Mango,12,750,7.0,10.5,12,126.0,9.0,2.37
INV-41963400111,2021-11-12,2602,Hy-Vee Food Store / Webster City,823  2nd St,Webster City,50595.0,POINT (-93.82579 42.470549),40,HAMILTON,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,28279,Jim Beam Peach,12,750,11.0,16.5,12,198.0,9.0,2.37
INV-41926600012,2021-11-12,2850,CVS / Pharmacy #10161 / Des Moines,215 E Euclid Ave,Des Moines,50313.0,POINT (-93.615656 41.627686),77,POLK,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,19476,Makers Mark,12,750,18.0,27.0,2,54.0,1.5,0.39
INV-41964500035,2021-11-12,3592,Wal-Mart 0886 / Fort Dodge,3036 1st Ave South,Fort Dodge,50501.0,POINT (-94.153244 42.506693),42,Hardin,1082000.0,Imported Cordials & Liqueurs,192.0,"Mast-Jagermeister US, Inc",65257,Jagermeister Liqueur,12,1000,16.5,24.75,12,297.0,12.0,3.17
INV-41922400010,2021-11-12,4464,Perfect Value Liquor Mart,5b  Lincoln Ave,Eldridge,52748.0,POINT (-90.547796 41.695329),82,SCOTT,1081300.0,American Cordials & Liqueur,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,75224,Kinky Red Mini,6,50,4.84,7.26,1,7.26,0.05,0.01
INV-41929800024,2021-11-12,5517,Mepo Foods / Mediapolis,111 Wapello St N,Mediapolis,52637.0,POINT (-91.170033 41.008539),29,DES MOINES,1081400.0,American Schnapps,65.0,Jim Beam Brands,82780,Dekuyper Buttershots PET,12,750,6.5,9.75,3,29.25,2.25,0.59
INV-41927200014,2021-11-12,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601.0,POINT (-91.136655 40.814666),29,DES MOINES,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11296,Crown Royal,12,750,16.59,24.89,12,298.68,9.0,2.37
INV-41936700021,2021-11-12,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002.0,POINT (-90.741064 42.516633),31,DUBUQUE,1042100.0,Imported Dry Gins,260.0,DIAGEO AMERICAS,28890,Tanqueray Rangpur Gin,12,750,13.01,19.52,3,58.56,2.25,0.59
INV-41930900007,2021-11-12,5951,Casey's General Store #3900 / Riverside,3070 Hwy 22,Riverside,52327.0,POINT (-91.546885 41.488516),92,WASHINGTON,1031200.0,American Flavored Vodka,380.0,Phillips Beverage,41693,UV Blue Raspberry,12,750,7.0,10.5,12,126.0,9.0,2.37
INV-41965200028,2021-11-12,2644,Hy-Vee Fort Dodge Wine and Spirits,1511 2nd Ave North,Fort Dodge,50501.0,POINT (-94.177165 42.508344),94,WEBSTER,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,27410,Jim Beam Honey,12,750,11.0,16.5,12,198.0,9.0,2.37
INV-41936600006,2021-11-12,3632,Wal-Mart 2004 / Dubuque,4200 Dodge St,Dubuque,52003.0,POINT (-90.736279 42.48754),31,DUBUQUE,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,12,163.08,9.0,2.37
INV-41947500067,2021-11-12,2607,Hy-Vee Wine and Spirits / Shenandoah,520 So Fremont,Shenandoah,51601.0,POINT (-95.385111 40.761736),73,PAGE,1022100.0,Mixto Tequila,434.0,LUXCO INC,87938,Juarez Silver,6,1750,15.0,22.5,6,135.0,10.5,2.77
INV-41920000020,2021-11-12,2612,Hy-Vee Store / Perry,1215  141 St,Perry,50220.0,POINT (-94.104501 41.830292),25,DALLAS,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19.0,28.5,6,171.0,10.5,2.77
INV-41929300039,2021-11-12,4897,Gasland #102 / Burlington,1703 Mt Pleasant St,Burlington,52601.0,POINT (-91.121931 40.819885),29,DES MOINES,1031100.0,American Vodkas,380.0,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,6,68.4,10.5,2.77
INV-41928500016,2021-11-12,2507,Hy-Vee Food Store #1 / Burlington,939 Angular,Burlington,52601.0,POINT (-91.110752 40.801889),29,DES MOINES,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36908,McCormick 80prf Vodka PET,6,1750,7.47,11.21,6,67.26,10.5,2.77
INV-41935900014,2021-11-12,4414,KUM & GO #23 / Neola,29356 298th St,Neola,51559.0,POINT (-95.612045 41.438788),78,POTTAWATTA,1031100.0,American Vodkas,434.0,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-41965200051,2021-11-12,2644,Hy-Vee Fort Dodge Wine and Spirits,1511 2nd Ave North,Fort Dodge,50501.0,POINT (-94.177165 42.508344),94,WEBSTER,1062500.0,Flavored Rum,65.0,Jim Beam Brands,43848,Ronrico Silver Label Rum,6,1750,7.5,11.25,6,67.5,10.5,2.77
INV-41951200015,2021-11-12,5574,Casey's General Store #2760 / Marion,975 S 11th St,Marion,52302.0,POINT (-91.598165 42.020927),57,LINN,1062400.0,Spiced Rum,259.0,Heaven Hill Brands,43025,Admiral Nelson Spiced PET,12,750,6.0,9.0,12,108.0,9.0,2.37
INV-41963400015,2021-11-12,2602,Hy-Vee Food Store / Webster City,823  2nd St,Webster City,50595.0,POINT (-93.82579 42.470549),40,HAMILTON,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38174,Titos Handmade Vodka,12,375,5.42,8.13,3,24.39,1.12,0.29
INV-41956700022,2021-11-12,5868,Brothers Market / Bloomfield,207 E Locust St,Bloomfield,52537.0,,26,DAVIS,1011600.0,Straight Rye Whiskies,306.0,MISSISSIPPI RIVER DISTIL,27027,Cody Road Rye,6,750,19.17,28.76,3,86.28,2.25,0.59
INV-41927000036,2021-11-12,3562,Wal-Mart 0797 / W Burlington,324 West Agency Rd,West Burlington,52655.0,POINT (-91.158407 40.813125),29,DES MOINES,1041200.0,Flavored Gin,370.0,PERNOD RICARD USA,33256,Seagrams Lime Twisted Gin,12,750,6.49,9.74,12,116.88,9.0,2.37
INV-41936700030,2021-11-12,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002.0,POINT (-90.741064 42.516633),31,DUBUQUE,1081200.0,Cream Liqueurs,205.0,E & J Gallo Winery,73051,RumChata Mini,12,50,8.87,13.31,2,26.62,0.1,0.02
INV-41927300025,2021-11-12,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,110 S Roosevelt Hwy 61,Burlington,52601.0,,29,DES MOINES,1012300.0,Single Malt Scotch,370.0,PERNOD RICARD USA,5036,Glenlivet 12YR,12,750,25.98,38.97,1,38.97,0.75,0.19
INV-41917500007,2021-11-12,4136,Fareway Stores #983 / Grimes,351 Gateway Dr,Grimes,50111.0,,77,POLK,1062400.0,Spiced Rum,259.0,Heaven Hill Brands,43028,Admiral Nelson Spiced,6,1750,11.55,17.33,6,103.98,10.5,2.77
INV-41967700008,2021-11-12,4532,Casey's General Store #2274 / Sioux Rapids,720 Hwy 71,Sioux Rapids,50585.0,,11,BUENA VIST,1031100.0,American Vodkas,297.0,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,12,129.6,21.0,5.54
INV-41925000019,2021-11-12,6064,Casey's General Store #2676 / Des Moines,2106 Echo Valley Dr,Des Moines,50321.0,,77,POLK,1031100.0,American Vodkas,205.0,E & J Gallo Winery,36969,New Amsterdam 80prf,12,750,7.5,11.25,5,56.25,3.75,0.99
INV-41916900009,2021-11-12,4374,Kum & Go #141 / Grimes,1950 Princeton Dr,Grimes,50111.0,,77,POLK,1031100.0,American Vodkas,205.0,E & J Gallo Winery,36969,New Amsterdam 80prf,12,750,7.5,11.25,4,45.0,3.0,0.79
INV-41915600013,2021-11-12,6203,World Liquor & Tobacco + Vapors / Waukee,23 NE Carefree Lane,Waukee,50263.0,POINT (-93.86911 41.61536),25,DALLAS,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10.0,15.0,12,180.0,9.0,2.37
INV-41939000040,2021-11-12,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001.0,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1011600.0,Straight Rye Whiskies,214.0,GoAmericaGo Beverages LLC / WhistlePig,15187,WhistlePig 6YR PiggyBack,6,750,25.0,37.5,1,37.5,0.75,0.19
INV-41921600044,2021-11-12,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1071100.0,Cocktails /RTD,65.0,Jim Beam Brands,63321,On the Rocks Cocktails Hornitos Margarita,12,375,6.5,9.75,6,58.5,2.25,0.59
INV-41947500046,2021-11-12,2607,Hy-Vee Wine and Spirits / Shenandoah,520 So Fremont,Shenandoah,51601.0,POINT (-95.385111 40.761736),73,PAGE,1031100.0,American Vodkas,434.0,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-41936700065,2021-11-12,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002.0,POINT (-90.741064 42.516633),31,DUBUQUE,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,12,228.12,12.0,3.17
INV-41967200052,2021-11-12,6101,Brew Oil #26 / Pocahontas,14 E Elm Ave,Pocahontas,50574.0,POINT (-94.66731100000001 42.732607),76,POCAHONTAS,1031100.0,American Vodkas,255.0,Infinium Spirits,37888,Seagrams Extra Smooth Vodka,6,1750,10.0,15.0,2,30.0,3.5,0.92
INV-41953800011,2021-11-12,5601,Casey's General Store #1889 / Monticello,627 S Main St,Monticello,52310.0,POINT (-91.186135 42.232296),53,JONES,1031100.0,American Vodkas,260.0,DIAGEO AMERICAS,37994,Smirnoff 80prf,24,375,4.75,7.13,12,85.56,4.5,1.18
INV-41953200010,2021-11-12,5183,Casey's General Store #77 / Cascade,717 1st  Ave,Cascade,52033.0,,31,DUBUQUE,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,24,64.8,9.0,2.37
INV-41930600042,2021-11-12,3403,Econ-o-mart / Columbus Junction,103 Walnut St. E,Columbus Junction,52738.0,POINT (-91.359363 41.280107),58,LOUISA,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36886,McCormick 80prf Vodka,12,750,3.31,4.97,2,9.94,1.5,0.39
INV-41917700051,2021-11-12,6209,Hy-Vee / Grimes,351 Northeast Gateway Drive,Grimes,50111.0,,77,POLK,1031100.0,American Vodkas,380.0,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,6,68.4,10.5,2.77
INV-41930600039,2021-11-12,3403,Econ-o-mart / Columbus Junction,103 Walnut St. E,Columbus Junction,52738.0,POINT (-91.359363 41.280107),58,LOUISA,1032100.0,Imported Vodkas,421.0,SAZERAC COMPANY  INC,34690,Sobieski,12,750,6.5,9.75,2,19.5,1.5,0.39
INV-41926700008,2021-11-12,4377,Quik Trip #562 / NE 14th / DSM,4801 NE 14th St,Des Moines,50313.0,,77,POLK,1031100.0,American Vodkas,421.0,SAZERAC COMPANY  INC,35314,Barton Vodka,24,375,1.71,2.57,8,20.56,3.0,0.79
INV-41959400008,2021-11-12,3818,Round Window Liquor,703 W Pleasant St,Knoxville,50138.0,,63,MARION,1031100.0,American Vodkas,195.0,Swell Liquor LLC,38058,Swell Vodka,12,1000,7.18,10.77,12,129.24,12.0,3.17
INV-41954400004,2021-11-12,4346,Roy's Foodland,105 Pearl St,Shellsburg,52332.0,POINT (-91.869285 42.094155),6,BENTON,1031100.0,American Vodkas,301.0,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,12,228.12,12.0,3.17
INV-41914900001,2021-11-12,5545,Casey's General Store #91 / Dallas Center,1202 Sugar Grove Ave,Dallas Center,50063.0,POINT (-93.958985 41.688243),25,DALLAS,1081600.0,Whiskey Liqueur,421.0,SAZERAC COMPANY  INC,100413,Fireball Cinnamon Whiskey Party Bucket,1,50,51.6,77.4,3,232.2,0.15,0.03
INV-41932300004,2021-11-12,6082,Casey's #2654 / Stuart,708 S Division St,Stuart,50250.0,,1,Adair,1081200.0,Cream Liqueurs,205.0,E & J Gallo Winery,73055,RumChata,12,750,13.5,20.25,4,81.0,3.0,0.79
INV-41925800030,2021-11-12,4603,Kum & Go #208 / SE 14th DM,3200 SE 14th St,Des Moines,50320.0,POINT (-93.596916 41.555041),77,POLK,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11290,Crown Royal Mini,10,50,7.35,11.03,1,11.03,0.05,0.01
INV-41960800041,2021-11-12,4057,Tequila's Liquor Store,1434 Des Moines St Ste 5,Des Moines,50316.0,POINT (-93.59704 41.594713),77,POLK,1081300.0,American Cordials & Liqueur,322.0,Prestige Wine & Spirits Group / United States Distilled Products Co,75210,Kinky Pink,6,750,10.0,15.0,6,90.0,4.5,1.18
INV-41919000005,2021-11-12,5471,World Liquor & Tobacco + Vapors,1030 8th St,Boone,50036.0,POINT (-93.876918 42.063831),8,BOONE,1081400.0,American Schnapps,65.0,Jim Beam Brands,82636,Dekuyper Grape Pucker,12,750,6.5,9.75,24,234.0,18.0,4.75
INV-41916500013,2021-11-12,3691,Target Store T-1791 / Urbandale,11148 Plum Dr,Urbandale,50322.0,POINT (-93.76708 41.64711200000001),77,POLK,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,11298,Crown Royal,6,1750,32.99,49.49,12,593.88,21.0,5.54
INV-41927000042,2021-11-12,3562,Wal-Mart 0797 / W Burlington,324 West Agency Rd,West Burlington,52655.0,POINT (-91.158407 40.813125),29,DES MOINES,1032200.0,Imported Flavored Vodka,115.0,CONSTELLATION BRANDS INC,33658,Svedka Mango Pineapple,12,750,8.0,12.0,12,144.0,9.0,2.37
INV-41931000021,2021-11-12,4402,KUM & GO #80 / RIVERSIDE,1178 Enterprise Dr,Riverside,52327.0,POINT (-91.555044 41.486572),92,WASHINGTON,1011100.0,Blended Whiskies,260.0,DIAGEO AMERICAS,25606,Seagrams 7 Crown,12,750,7.5,11.25,8,90.0,6.0,1.58
INV-41935700043,2021-11-12,5077,Wal-Mart 3150 / Council Bluffs,1800 N 16th St,Council Bluffs,51501.0,POINT (-95.867459 41.27737),78,POTTAWATTA,1011400.0,Tennessee Whiskies,346.0,OLE SMOKY DISTILLERY LLC,87043,Ole Smoky Peanut Butter Whiskey,6,750,10.0,15.0,6,90.0,4.5,1.18
INV-41934200017,2021-11-12,6163,Bucky's Express #16 / Council Bluffs,15 N 16th St,Council Bluffs,51501.0,POINT (-95.867464 41.262352),78,POTTAWATTA,1081400.0,American Schnapps,421.0,SAZERAC COMPANY  INC,84207,99 Root Beer Mini,10,50,5.16,7.74,2,15.48,0.1,0.02
INV-41925300010,2021-11-12,4092,Fareway Stores #077 / Norwalk,1711 Sunset Dr,Norwalk,50211.0,POINT (-93.675528 41.483259),91,WARREN,1081400.0,American Schnapps,65.0,Jim Beam Brands,82786,Dekuyper Buttershots,12,750,6.5,9.75,12,117.0,9.0,2.37
INV-41930600052,2021-11-12,3403,Econ-o-mart / Columbus Junction,103 Walnut St. E,Columbus Junction,52738.0,POINT (-91.359363 41.280107),58,LOUISA,1012100.0,Canadian Whiskies,421.0,SAZERAC COMPANY  INC,12408,Canadian Ltd Whisky,6,1750,7.43,11.15,2,27.42,3.5,0.92
INV-41919200010,2021-11-12,4831,L & M Gas & Grocery / Boone,"320, W Mamie Eisenhower Ave",Boone,50036.0,POINT (-93.896855 42.05934),8,BOONE,1082200.0,Imported Schnapps,260.0,DIAGEO AMERICAS,69940,Rumple Minze Peppermint Schnapps Liqueur Mini,12,50,13.5,20.25,2,40.5,0.1,0.02
INV-41948900002,2021-11-12,4318,Fareway Stores #841 / Red Oak,811 Broadway,Red Oak,51566.0,,69,MONTGOMERY,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,926352,HA Jack Daniels 10YR,6,750,35.0,52.5,1,52.5,0.75,0.19
INV-41917600001,2021-11-12,6209,Hy-Vee / Grimes,351 Northeast Gateway Drive,Grimes,50111.0,,77,POLK,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,926352,HA Jack Daniels 10YR,6,750,35.0,52.5,1,52.5,0.75,0.19
INV-41960800061,2021-11-12,4057,Tequila's Liquor Store,1434 Des Moines St Ste 5,Des Moines,50316.0,POINT (-93.59704 41.594713),77,POLK,1011400.0,Tennessee Whiskies,85.0,Brown Forman Corp.,86669,Jack Daniels Tennessee Honey,24,375,7.75,11.63,2,23.26,0.75,0.19
INV-41950400093,2021-11-12,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801.0,,88,UNION,1011100.0,Blended Whiskies,260.0,DIAGEO AMERICAS,25606,Seagrams 7 Crown,12,750,7.5,11.25,2,22.5,1.5,0.39
INV-41921900428,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1081400.0,American Schnapps,65.0,Jim Beam Brands,82600,Dekuyper Sour Apple Pucker PET,6,1750,11.54,17.31,3,51.93,5.25,1.38
INV-41931100013,2021-11-12,5696,Casey's #1025 /Kalona,601 East Avenue,Kalona,52247.0,POINT (-91.704226 41.48585),92,WASHINGTON,1081400.0,American Schnapps,65.0,Jim Beam Brands,82846,Dekuyper Luscious Peachtree,12,750,6.5,9.75,6,58.5,4.5,1.18
INV-41966200008,2021-11-12,5556,Casey's General Store #2891 / Fort Dodge,235 Ave O,Fort Dodge,50501.0,,94,WEBSTER,1012100.0,Canadian Whiskies,259.0,Heaven Hill Brands,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9.0,2.37
INV-41959400081,2021-11-12,3818,Round Window Liquor,703 W Pleasant St,Knoxville,50138.0,,63,MARION,1082200.0,Imported Schnapps,260.0,DIAGEO AMERICAS,69946,Rumple Minze Peppermint Schnapps Liqueur,12,750,13.0,19.5,2,39.0,1.5,0.39
INV-41941100011,2021-11-12,5148,Main St Market  /  Holy Cross,"882, Main St",Holy Cross,52053.0,POINT (-90.995943 42.600941),31,DUBUQUE,1031200.0,American Flavored Vodka,380.0,Phillips Beverage,41694,UV Blue Raspberry,12,1000,7.5,11.25,12,135.0,12.0,3.17
INV-41951600015,2021-11-12,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402.0,POINT (-91.630677 42.027805),57,LINN,1011200.0,Straight Bourbon Whiskies,434.0,LUXCO INC,21206,Rebel KSBW,12,750,8.5,12.75,6,76.5,4.5,1.18
INV-41932000008,2021-11-12,5422,The Depot Montezuma LLC,100 S. Front St.,Montezuma,50171.0,POINT (-92.527236 41.584912),79,POWESHIEK,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43338,Captain Morgan Original Spiced,6,1750,18.0,27.0,6,162.0,10.5,2.77
INV-41954400005,2021-11-12,4346,Roy's Foodland,105 Pearl St,Shellsburg,52332.0,POINT (-91.869285 42.094155),6,BENTON,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,11.75,17.63,24,423.12,24.0,6.34
INV-41959300051,2021-11-12,4817,Casey's General Store #3217 / Knoxville,"1201, E Main St",Knoxville,50138.0,POINT (-93.086255 41.318981),63,MARION,1062500.0,Flavored Rum,370.0,PERNOD RICARD USA,42712,Malibu Coconut Mini,12,50,4.95,7.43,2,14.86,0.1,0.02
INV-41921900320,2021-11-12,6195,DT Liquor LLC / DeWitt,301 11th Street,DeWitt,52742.0,POINT (-90.534771 41.826248),23,CLINTON,1071100.0,Cocktails /RTD,421.0,SAZERAC COMPANY  INC,57158,Chi-Chi's Strawberry Margarita,6,1750,5.75,8.63,6,58.5,10.5,2.77
INV-41961600033,2021-11-12,4997,Downtown Pantry,"218, 6th Ave #101",Des Moines,50309.0,,77,POLK,1031100.0,American Vodkas,300.0,McCormick Distilling Co.,36903,McCormick 80prf Vodka,48,200,1.13,1.7,144,244.8,28.8,7.6
INV-41950600005,2021-11-12,6009,Casey's General Store #1081 / Fontanelle,304 Washington St,Fontanelle,50846.0,POINT (-94.564008 41.289607),1,ADAIR,1031100.0,American Vodkas,626.0,JDSO INC / Red Boot Distillery,36873,Blue Ox Vodka,12,750,3.41,5.12,12,61.44,9.0,2.37
INV-41932800023,2021-11-12,4267,Main Street Market Of Anita,735 Main St,Anita,50020.0,POINT (-94.765365 41.444887),15,CASS,1011200.0,Straight Bourbon Whiskies,619.0,Campari America,22157,Wild Turkey 101,12,1000,16.66,24.99,1,24.99,1.0,0.26
